vendor,tool_version,flow_stage,artifact_path,artifact_type,artifact_role,protected_property,provenance_evidence,mapped_threat_ids
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_bankrpt.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=B070E156EFCEF91E3880C54EC882138861D6E459B792AB8E1E1E04305AA200C1; mtime=2026-06-12T04:46:48.2649695Z; size=2806","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_compile_ioff.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=A0A082A26BAC8EED347AF84B3A5636A072C24DC0FDADE47A1F09CC92D7497C6B; mtime=2026-06-12T04:45:58.3588998Z; size=197","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_compile_ioff.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=D893BD684A12E6C68D55E4F18804148E40647B8A20D3ACA7892745F3A625EFF7; mtime=2026-06-12T04:45:58.3588998Z; size=431","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_compile_netlist.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=15D79BE5175426A96C10094411F6EB072DFF87B7E472B778139ED6A8F7167A8C; mtime=2026-06-12T04:45:58.2024473Z; size=717","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project_b\designer\top_b\top_b_compile_netlist_hier_resources.csv",".csv","Provenance/evaluation manifest","release provenance; command history; auditability","sha256=BD8042BFB7C52CE77D1B4B24D02F261769C20708045009BDB53060A0B99A8C73; mtime=2026-06-12T04:45:58.3588998Z; size=330","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_compile_netlist_resources.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=768EE054DE2824A02723CB842FD44AA5A1B952EABD0B5C7766B037C12093DA10; mtime=2026-06-12T04:45:58.3588998Z; size=7865","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_compile_netlist_resources.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=FBA3D5C83B72250686F16D7C6C2A614B05FB30777E8605096641A1C0D0DACE08; mtime=2026-06-12T04:45:58.3431366Z; size=9919","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_delayinstance.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=ED1BE92289DD1536360747AC972157F8D6E7D24D6787663F7233E23D88E7594A; mtime=2026-06-12T04:46:45.5149594Z; size=756","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_fp.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=D653F2AC180AA4B83ACE5A86771C110A4860E96F117982381297CD85B986349F; mtime=2026-06-12T04:47:53.3744907Z; size=552","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project_b\designer\top_b\top_b_fp.tcl",".tcl","Flow command script","release provenance; command history; auditability","sha256=6EC2B1FA57C44E161EBF534A7BDA035A444A146CDC27EAD4EF961BB3B44EFD96; mtime=2026-06-12T04:47:52.1867467Z; size=404","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project_b\designer\top_b\top_b_fp\projectData\top_b.pdb",".pdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=EE438199EC248A64510DD101AF3B4F03DDB1800AA6AB2E8651E5FBBD04594A2B; mtime=2026-06-12T04:49:08.8744589Z; size=4941859","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project_b\designer\top_b\top_b_fp\top_b.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=6BA7475285A8D87C25D6F99659F2875C0CE7F881282AF9E73D34630BD0281637; mtime=2026-06-12T04:48:21.5772924Z; size=145","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project_b\designer\top_b\top_b_fp\top_b.pro",".pro","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=2BC2FFDC9B108BC6C2323A3AA426BED52DE441484AA14DB37AEB64FCD66E043C; mtime=2026-06-12T04:49:08.8744589Z; size=2857","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project_b\designer\top_b\top_b_fp\top_b.tcl",".tcl","Flow command script","release provenance; command history; auditability","sha256=AB1991AF08730C5F65ED5A31B1837AF22D3059E43A6EB51909DD58A411637DD9; mtime=2026-06-12T04:48:21.5772924Z; size=1400","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_fp\top_b_exportBitstream.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=3824018B8141848292874628FB40579B6224EF96F17AA3E40FA689DD6DBD3C74; mtime=2026-06-12T04:49:11.9836297Z; size=2718","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_fp\top_b_generateBitstream.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=36841BEB4EE8050469D8FDD80077D16CAC853C2A0D99421D7D9E4BD32DAD5837; mtime=2026-06-12T04:48:18.0151040Z; size=1136","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_glb_net_report.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=CF39D3DE67DE45CA837335B6FA78D148A820902552322FC250AA9F86FF5CBDE1; mtime=2026-06-12T04:46:31.0150901Z; size=3566","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project_b\designer\top_b\top_b_has_io_constraints","","Toolchain artifact","configuration integrity; design intent traceability","sha256=90B6E97C8B356B6BE6E3D201B67ACD35A8F08DEB715DAE4AFB50B34965F5203E; mtime=2026-06-12T04:46:30.9526523Z; size=24","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project_b\designer\top_b\top_b_has_violations","","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=2F38E6A87C7C63C3485993AD302180F457095E7366D984B6B7073E788FC3CF4A; mtime=2026-06-12T04:47:05.7179331Z; size=629","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project_b\designer\top_b\top_b_init_all_stages.mem",".mem","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=31A5207DB4D40403A5D9FF73046B687ED693EF675133D0B32361EDFEE36ABE34; mtime=2026-06-12T04:47:51.4683091Z; size=37128","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project_b\designer\top_b\top_b_init_all_stages_assembly.txt",".txt","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=73085B925496AC2FF99C8A3AD4A87E563271717B4C7AB12C29822C1EC022C4BD; mtime=2026-06-12T04:47:51.2178741Z; size=17879","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_init_config_lock_bits.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=35EC6108395F18E6AE3D9A18F1BD69D91C3C1CC2F5B5D4688833028EE1C1CB92; mtime=2026-06-12T04:47:08.6556788Z; size=19346","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project_b\designer\top_b\top_b_init_stage_1_assembly.txt",".txt","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=73085B925496AC2FF99C8A3AD4A87E563271717B4C7AB12C29822C1EC022C4BD; mtime=2026-06-12T04:47:51.2178741Z; size=17879","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project_b\designer\top_b\top_b_init_stage_1_snvm.mem",".mem","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=31A5207DB4D40403A5D9FF73046B687ED693EF675133D0B32361EDFEE36ABE34; mtime=2026-06-12T04:47:51.4683091Z; size=37128","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project_b\designer\top_b\top_b_ios.cfg",".cfg","Toolchain artifact","configuration integrity; design intent traceability","sha256=807BED4A79D0BCAD208957075FB37A99F4D6E5AA7CC9BE2BADB7480C97CB5F1B; mtime=2026-06-12T04:47:46.6871402Z; size=58099","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_layout_combinational_loops.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=7B0BAAC70B45021F83AC600BFEFEA869E86962494D69B533F4F5041E5DE4FE36; mtime=2026-06-12T04:46:08.1870685Z; size=1030","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_layout_ioff.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=3C668FA2BE052625F45935D338A124AC46FC20E4D0257478E500260A9801641D; mtime=2026-06-12T04:46:48.2649695Z; size=197","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_layout_ioff.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=369BA2631E5826DEAE30AF8E9224FE46DACB1B9E10DA4992C66F61375BAC2E32; mtime=2026-06-12T04:46:48.2649695Z; size=431","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_layout_log.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=336B83B6E64EB1B183703E791B9B2034FD4061B135F22C81BE480E9CE0DAFAFE; mtime=2026-06-12T04:46:48.3272822Z; size=3722","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_fast_hv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=63C803ECCF4C7B2AE7E325ED46BBC289BEF6D84E2C644D48759D37284374FF75; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_multi_corner.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=FC623D5D8E3E47E816FE825AB3581F24562F1F5BB36685BEABF8E98D2CFEEC8B; mtime=2026-06-12T04:47:05.6869180Z; size=54111","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_slow_lv_ht.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=63C803ECCF4C7B2AE7E325ED46BBC289BEF6D84E2C644D48759D37284374FF75; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_slow_lv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=63C803ECCF4C7B2AE7E325ED46BBC289BEF6D84E2C644D48759D37284374FF75; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_violations_fast_hv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=870AA0D0AE4AEADB002258D7EBB847B3E23A0B0FF5D769E48F32964D37C0A651; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_violations_multi_corner.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=B043159791BA8512964E82BEA60D921451CB1D5FE258250D657FC0D8394C8EA9; mtime=2026-06-12T04:47:05.6710646Z; size=1176","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_violations_slow_lv_ht.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=870AA0D0AE4AEADB002258D7EBB847B3E23A0B0FF5D769E48F32964D37C0A651; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_max_timing_violations_slow_lv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=870AA0D0AE4AEADB002258D7EBB847B3E23A0B0FF5D769E48F32964D37C0A651; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_fast_hv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=01472F24829C66A946D0C080392E1D48AEDF7AAC760918CEFB054D59891CBECD; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_multi_corner.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=1CDC22597020D928ECB7D7CD2F77E2209DE5B7681F2457AD36BA97065738C234; mtime=2026-06-12T04:47:05.7179331Z; size=48770","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_slow_lv_ht.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=01472F24829C66A946D0C080392E1D48AEDF7AAC760918CEFB054D59891CBECD; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_slow_lv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=01472F24829C66A946D0C080392E1D48AEDF7AAC760918CEFB054D59891CBECD; mtime=2026-06-12T04:46:48.9054231Z; size=498","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_violations_fast_hv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=817E4CAE3AB0DA870EC19CA32014F9AD895D70946D79CDB974DDEA056A4709FD; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_violations_multi_corner.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=71EB7AC4B379992D52D81C10AB87C36C267818289FD4867CCB9CA7DACA97F690; mtime=2026-06-12T04:47:05.7026351Z; size=1176","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_violations_slow_lv_ht.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=817E4CAE3AB0DA870EC19CA32014F9AD895D70946D79CDB974DDEA056A4709FD; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_min_timing_violations_slow_lv_lt.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=817E4CAE3AB0DA870EC19CA32014F9AD895D70946D79CDB974DDEA056A4709FD; mtime=2026-06-12T04:46:48.9054231Z; size=508","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project_b\designer\top_b\top_b_partition.dat",".dat","Libero programming data","deployment artifact identity; integrity; authorization","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:45:58.4679602Z; size=0","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project_b\designer\top_b\top_b_pinrpt_boardlayout.csv",".csv","Provenance/evaluation manifest","release provenance; command history; auditability","sha256=F0CA4BF3561BDA3434DC6CDA3609077B5DC1AA05EB2829D6DA2AA14C40818CAA; mtime=2026-06-12T04:46:48.2334264Z; size=95960","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_pinrpt_boardlayout.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=A4C2EDFDD6FC40ACDFC0A04BA1A34F4DFF1E5D4F595E6C0EBBC2AF3F7305DD57; mtime=2026-06-12T04:46:48.2334264Z; size=325876","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_pinrpt_boardlayout.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=3B9FBDAA556780A4FC8E8DB51CA7621AE0D777CF5B7E79AE5729EB2FF83E05F6; mtime=2026-06-12T04:46:48.2649695Z; size=277583","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_pinrpt_datasheet.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=49E325BC91FA5145493C4F12DE25DF8C1E15873454DE27C5524FDD0A9CB97D19; mtime=2026-06-12T04:46:48.2183369Z; size=12520","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project_b\designer\top_b\top_b_pinrpt_name.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=49E325BC91FA5145493C4F12DE25DF8C1E15873454DE27C5524FDD0A9CB97D19; mtime=2026-06-12T04:46:48.2183369Z; size=12520","RPT-1;RPT-2;RPT-3"
